"discrete_curve","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K","t_lag","N_0","r.t.value","K.t.value","t_lag.t.value","N_0.t.value"
249,"gompertz",12.5,"Hours","Absorbance (660 nm)","Cytophaga_antarctica","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.0192260839932254,3.80128982223932,27.0743851336517,0,0.000936992751487017,0.000385802247386747,0.000283490232623238,0
250,"baranyi",9,"Hours","Absorbance (660 nm)","Cytophaga_antarctica","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.000141141624908773,1.7734886780225,2.81731193009252,0,1.97063107925481e-06,1.33349611108869e-07,3.81553594896499e-09,0
251,"gompertz",5,"Hours","Absorbance (660 nm)","Cytophaga_antarctica","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.000968283916831945,2.3891228030425,2525.93738975217,0,1.37227078502201e-09,1.19530333866287e-09,5.48953167889969e-09,0
253,"gompertz",-0.4,"Hours","Absorbance (660 nm)","Cytophaga_antarctica","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.0034627981473738,6.1455919270126,1535.99504622358,0,1.20369472964475e-06,9.8655210003961e-07,3.2891665869071e-06,0
254,"gompertz",0.2,"Hours","Absorbance (660 nm)","Cytophaga_antarctica","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.00107165841814687,5.05409543953977,5041.06500532698,0,NA,NA,NA,NA
255,"gompertz",25,"Hours","Absorbance (660 nm)","Cytophaga_xantha","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.00119569159068257,0,12539.7986876292,1.7811505046618,NA,NA,NA,NA
256,"gompertz",20,"Hours","Absorbance (660 nm)","Cytophaga_xantha","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.00383167363084401,1.96111779259021,623.22971915323,0,2.1910804102259e-09,1.9651542694897e-09,1.2082912090784e-08,0
257,"gompertz",15,"Hours","Absorbance (660 nm)","Cytophaga_xantha","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.123437047964307,1.94679194449944,27.9979595464788,0,0.0300688775117776,0.0122685913930848,0.0724457057895517,0
258,"gompertz",9,"Hours","Absorbance (660 nm)","Cytophaga_xantha","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.297848831181458,0,40.9247383362406,0.30381882860175,2.87413612787497e-05,0,0.142765791354363,0.13270417876768
259,"baranyi",5,"Hours","Absorbance (660 nm)","Cytophaga_xantha","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.102095408535417,3.45493604074723,67.4641582926084,0,0.0148464522910446,4.76400140605911e-05,0.0569036735955383,0
260,"gompertz",0,"Hours","Absorbance (660 nm)","Cytophaga_xantha","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.0122271008417342,4.67623939735717,338.931796174503,0,5.6631533800694e-05,4.4285769231653e-05,0.000140806512480907,0
263,"gompertz",15,"Hours","Absorbance (660 nm)","Spirillum_pleomorphum","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.000648188252437564,5.88999323637253,7328.17478881792,0,1.7561322735895e-09,1.46730004265276e-09,4.7379210584341e-09,0
264,"gompertz",9,"Hours","Absorbance (660 nm)","Spirillum_pleomorphum","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.000535770913561683,3.27546178981454,5041.39602996147,0,1.5127953873606e-09,1.26739164150582e-09,4.20953593859308e-09,0
265,"gompertz",5,"Hours","Absorbance (660 nm)","Spirillum_pleomorphum","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",2.000530752314e-05,1.53556555445143,117831.837101052,0,4.58872030153223e-14,4.29643367415941e-14,4.4403422348698e-13,0
268,"gompertz",20,"Hours","Absorbance (660 nm)","Micrococcus_cryophilus","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",1.00158010448213e-11,0,11.5121764625134,1.03029478726217e-08,2.36768287208216e-14,0,5.39667180966942e-16,1.36785554327852e-13
269,"gompertz",15,"Hours","Absorbance (660 nm)","Micrococcus_cryophilus","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.012733767288962,7.14785980342321,649.070728065165,0,7.36973288051098e-07,6.46395278112477e-07,3.43223490443952e-06,0
270,"gompertz",9,"Hours","Absorbance (660 nm)","Micrococcus_cryophilus","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.0455563891635497,4.94409977269198,140.192358975899,0,0.000231117982548391,0.000180970560168859,0.000831575324723332,0
271,"baranyi",5,"Hours","Absorbance (660 nm)","Micrococcus_cryophilus","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.0298332462013795,5.78616856593628,342.44880400866,0,0.000194505151450596,2.19146225118837e-08,0.000365272724812643,0
272,"gompertz",0,"Hours","Absorbance (660 nm)","Micrococcus_cryophilus","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.0011471869716262,0,20327.3651770341,3.52112149343393,5.20016040836886e-08,0,3.85577294901016e-07,5.17432502503716e-08
273,"baranyi",27,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",2.89980414599405,0.453213224352587,6.34964191940948,0,0.0230607803764782,0.254909268615035,0.961555033612643,0
274,"gompertz",24,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",1.52615301311016,0,8.83138082688675,0.435875169561043,0.000596329050569496,0,0.00957025830287555,0.271877055690852
275,"baranyi",18,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",10.747660246887,0.460973993595885,11.0803933664143,0,4.35267188930058e-08,0.184055575599095,4.06039026481128e-07,0
276,"baranyi",15,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",1.63136030649395,0.54426410837769,14.7826794609084,0,0.0287735679095991,0.274202272903117,0.459579274681527,0
277,"baranyi",12,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",10.8659904889641,0.172708264512322,15.7942133628212,0,2.54969154997573e-07,0.1068303251872,4.45276565707927e-06,0
278,"gompertz",9,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.46466207551945,0.353038563029236,23.4844012065965,0,0.0149985686555678,0.24920019355913,0.200777414151421,0
279,"gompertz",3,"Hours","Absorbance (660 nm)","Pseudomonas_flourescens","Peptone",1,"Inoue, K. (1977). Effect of temperature on growth of obligately psychrophilic bacteria. The Journal of General and Applied Microbiology, 23(2), 53–63. https://doi.org/10.2323/jgam.23.53",0.00106671884575557,3.27879186471652,5088.92808583513,0,1.01700148343578e-14,9.59980524538884e-15,1.16209687827048e-13,0
281,"gompertz",15,"Hours","CFU/g","total_viable_counts_15._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.00801742270673776,0,131.920213206644,2.34047815550263,0.15397140759719,0,0.144386486792445,2.23154078075908
282,"buchanan",15,"Hours","CFU/g","pseudomonas_sp_15._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0133117550251419,2.19649606711171,1,1.83121903907533,4.47298153170915,195.273372957077,0.108798731830179,81.3997170443047
283,"buchanan",15,"Hours","CFU/g","yeasts_and_moulds_15._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0073312955060882,1.96021043331866,37.9874096599045,1.69908717691273,4.41959565118952,83.3308459737787,3.6414976676512,98.9042256552749
284,"baranyi",15,"Hours","CFU/g","enterobacteriaceae_15._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0427427315257351,2.12045009285441,1,1.38472894116067,2.4620640565572,62.6790121616015,0.0516652070603405,30.8019912302887
285,"baranyi",15,"Hours","CFU/g","lactic_acid_bacteria_15._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0723661307510855,2.03488049578704,1,1.1220849820115,1.28216065167727,43.2864985469938,0.039676007808541,12.3611494831653
286,"baranyi",15,"Hours","CFU/g","total_viable_counts_20._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0341500010575808,2.22575086048201,1,1.90829110599523,0.569018393523,23.3466196941535,0.0151547747911277,65.1547911298535
287,"gompertz",15,"Hours","CFU/g","pseudomonas_sp_20._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0176014834287114,1.43150918091492,39.6913523741798,2.20881029244823,1.65938306976088,0.88603159729146,1.75559149212015,75.6762212350365
288,"baranyi",15,"Hours","CFU/g","yeasts_and_moulds_20._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.73688800877512,3.30115897863472,96.7486269188132,1.65558848689593,4.06704812811391e-07,1.47094840422552e-07,1.49038748803509e-05,28.3067724096673
289,"buchanan",15,"Hours","CFU/g","enterobacteriaceae_20._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0198495162925647,2.00874483232958,4.60180599933324,1.5463880061407,36.478815988206,690.845147351752,4.61830839337223,376.061965198623
290,"baranyi",15,"Hours","CFU/g","lactic_acid_bacteria_20._O2","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.0776213840010792,1.84171788174806,2.22400611013046,1.0401534413649,2.91407015482752,77.5724991389794,0.266661856915962,40.5716555368494
291,"baranyi",15,"Hours","CFU/g","total_viable_counts","Eruca_satica L.",1,"Kapetanakou, A. E., Taoukis, P., & Skandamis, P. N. (2019). Model development for microbial spoilage of packaged fresh‒cut salad products using temperature and in-package CO2 levels as predictor variables. LWT, 113, 108285. https://doi.org/https://doi.org/10.1016/j.lwt.2019.108285",0.243952972018542,1.96102247830688,37.9028611639553,1.88097290885066,0.24390140647989,94.285366830499,0.905930604596885,64.1912603648462
